id,category,subcategory,jurusan,priority,source,chunk_type,content_preview,tags
bb7243b9-457f-4179-a282-0a2a2268f62c,careers,niche,RPL,medium,ai_research,actionable,"Niche karier spesial RPL: AI/ML Engineer, Blockchain Developer, Game Developer (Unity, Unreal), Embedded Systems Developer (IoT), Cybersecurity Engineer, Site Reliability Engineer (SRE), Developer Adv...","niche, rpl, ai_ml, blockchain, game_dev, cybersecurity, sre"
e1a30646-bd62-421d-be22-c432f50fc616,careers,remote_freelance,General,medium,ai_research,actionable,"Remote Work Readiness per jurusan: Very High — RPL (Software Development), DKV (Design), Pemasaran (Digital Marketing), AKL (Cloud Accounting), MPLB (Virtual Assistant). Medium — Broadcasting (Content...","remote, freelance, upwork, fiverr, sribu, platform, tips"
8ba750c3-31fd-4094-b8d2-bfa85f2bc98e,roadmap,learning,RPL,high,both,actionable,"Roadmap belajar RPL/PPLG: Semester 1-2 — Algoritma, pemrograman dasar (Python/Java), logika, HTML/CSS. Semester 3 — OOP, database SQL, JavaScript dasar, Git. Semester 4 — Web development (frontend + b...","roadmap, semester, belajar, pplg, startup, usaha"
542fd4ea-5e52-4755-a9f5-fd61aae6b456,roadmap,learning,DKV,high,both,actionable,"Roadmap belajar DKV: Semester 1-2 — Dasar desain, teori warna, tipografi, Photoshop & Illustrator dasar. Semester 3 — Desain grafis lanjut, branding, layout, fotografi. Semester 4 — UI/UX dasar, motio...","roadmap, semester, belajar, desain, adobe, figma, usaha"
dacc7c4f-15c5-4752-bf1d-c3d031355249,roadmap,learning,Pemasaran,high,both,actionable,"Roadmap belajar Pemasaran: Semester 1-2 — Dasar pemasaran, perilaku konsumen, riset pasar. Semester 3 — Digital marketing, social media, content creation. Semester 4 — E-commerce, SEO/SEM, email marke...","roadmap, semester, belajar, digital_marketing, seo, ecommerce, usaha"
fa0219ec-565b-4edc-b115-bcb77800f2e9,roadmap,learning,AKL,high,both,actionable,"Roadmap belajar AKL: Semester 1-2 — Dasar akuntansi, siklus akuntansi, jurnal, buku besar, neraca saldo. Semester 3 — Akuntansi keuangan lanjut, laporan keuangan, perpajakan dasar. Semester 4 — Komput...","roadmap, semester, belajar, akuntansi, myob, brevet_pajak, usaha"
309f0288-9aa8-4202-875b-2a2386365ff4,roadmap,learning,MPLB,high,both,actionable,"Roadmap belajar MPLB: Semester 1-2 — Korespondensi, administrasi umum, teknologi perkantoran dasar. Semester 3 — Manajemen arsip, manajemen rapat, korespondensi bisnis lanjut. Semester 4 — Teknologi p...","roadmap, semester, belajar, administrasi, mos, va, usaha"
4feaf970-434f-44d0-8907-a69668d10a63,roadmap,learning,ULP,high,both,actionable,"Roadmap belajar ULP: Semester 1-2 — Dasar pariwisata, pengetahuan hotel & restoran, bahasa Inggris. Semester 3 — Travel agency, tour guiding, event management, bahasa asing lanjut. Semester 4 — Market...","roadmap, semester, belajar, pariwisata, hotel, tour, usaha"
5ffb2c1d-79e8-4385-9085-688aceafd545,roadmap,learning,Broadcasting,high,both,actionable,"Roadmap belajar Broadcasting: Semester 1-2 — Dasar broadcasting, teknik kamera, editing dasar, penulisan naskah. Semester 3 — Produksi radio, produksi TV, videografi, audio editing. Semester 4 — Conte...","roadmap, semester, belajar, broadcasting, video, youtube, usaha"
f1dc6ebf-2c8e-47c7-8ab0-c7434b6b540c,school,extracurricular,General,low,both,factual,"Ekstrakurikuler dan organisasi SMKN 6 Surakarta: OSIS, MPK, Pramuka, PMR (Palang Merah Remaja), Rohis (Rohani Islam), English Club, Japanese Club, Korean Club, Klub Robotik/RPL, Klub Desain/DKV, Klub ...","ekstrakurikuler, osis, pramuka, klub, komunitas, aktif"
91bcbfaa-d184-4e56-ab50-a23830a8be28,financial,scholarship,General,medium,both,actionable,Program beasiswa dan pendanaan untuk siswa SMKN 6: Program Indonesia Pintar (PIP) — subsidi untuk siswa ekonomi menengah ke bawah. Kolaborasi PT Pegadaian — program beasiswa siswa berprestasi tanpa te...,"beasiswa, pip, bos, bidikmisi, pegadaian, finansial"
f521c035-410f-489d-ab53-723ed9b6c56c,careers,salary,General,medium,both,factual,"Tabel kompensasi realistis berdasarkan wilayah dan level (data PDF + AI riset): Entry-Level Lokal Surakarta/Klaten/Wonogiri — Rp 1.700.000 – Rp 2.400.000 (retail, sales counter, layanan kesehatan lini...","gaji, kompensasi, umr, surakarta, entry_level, manajerial"
5788aa0f-add4-4c35-8733-bca03cb4f4d1,industry,portfolio_validation,General,medium,pdf,trend,"Validasi otoritas berbasis portofolio, bukan institusi akademis: Proses rekrutmen terkini hampir secara buta mengabaikan nilai rapor. HRD menuntut tautan repositori GitHub untuk pelamar IT, Behance un...","portofolio, rekrutmen, github, behance, analytics, hr"
e3ec5da5-04f3-4966-beb1-e244fefe3c17,trends,poly_career,General,medium,pdf,trend,Transisi paradigma pekerjaan seumur hidup (lifelong employment) ke karier terdistribusi: Siswa Gen Z memiliki loyalitas korporat yang rendah namun etos kewirausahaan individual yang tinggi. Mereka tid...,"poli_karier, gen_z, loyalitas, freelance, multiple_income, side_hustle"
e52528e0-932f-4f11-96cc-a2675e04ae1d,concerns,digital_ethics,General,medium,pdf,emotional,Keresahan etika digital dan rekam jejak virtual: Konten viral berdurasi 15 detik di TikTok yang berbau pelecehan dapat meruntuhkan prospek karier secara permanen. Siswa memiliki kesadaran sekaligus pa...,"etika_digital, rekam_jejak, tiktok, background_check, privasi, hr"
1200e4dd-396d-49b9-8ec7-c116c956977e,school,competition,General,low,both,factual,Kompetisi dan prestasi yang relevan: Lomba Kompetensi Siswa (LKS) — tingkat kota/provinsi untuk semua jurusan. LKS Pemasaran Daring menuntut penguasaan strategi komersial dan menjadi bukti portofolio ...,"lks, kompetisi, teaching_factory_expo, prestasi, portofolio"
